TransactionAmount,TransactionType,Location,Channel,CustomerOccupation,TransactionDuration,LoginAttempts,AgeBin,AccountBalanceBin,Target
144.76999999999998,Debit,Albuquerque,Online,Student,159.0,1.0,1.0,1.0,3
643.22,Debit,Atlanta,ATM,Doctor,93.0,1.0,2.0,1.0,6
208.07,Debit,Oklahoma City,Online,Doctor,36.0,1.0,0.0,2.0,1
295.5,Debit,Mesa,ATM,Retired,36.0,1.0,2.0,0.0,0
30.22999999999999,Debit,Austin,ATM,Doctor,99.0,1.0,0.0,1.0,4
112.05000000000001,Credit,Phoenix,ATM,Student,159.0,1.0,1.0,1.0,5
180.24,Debit,Phoenix,Branch,Engineer,144.0,1.0,2.0,2.0,6
13.710000000000008,Credit,Denver,Online,Engineer,148.0,1.0,0.0,2.0,1
96.54000000000002,Debit,New York,Branch,Retired,95.0,1.0,2.0,0.0,0
79.35,Debit,Los Angeles,Online,Retired,70.0,1.0,2.0,1.0,0
101.04000000000002,Debit,San Antonio,ATM,Student,160.0,1.0,1.0,1.0,3
74.42000000000002,Debit,El Paso,Online,Engineer,68.0,1.0,0.0,0.0,4
39.66,Debit,Virginia Beach,Branch,Engineer,169.0,1.0,2.0,2.0,6
99.36000000000001,Debit,Seattle,ATM,Doctor,46.0,1.0,0.0,1.0,4
123.85,Debit,Las Vegas,Online,Engineer,244.0,1.0,2.0,0.0,0
426.93,Debit,Omaha,ATM,Student,248.0,1.0,1.0,1.0,3
133.72999999999996,Credit,San Jose,Online,Student,123.0,1.0,1.0,1.0,5
222.39,Debit,Virginia Beach,Online,Engineer,73.0,1.0,0.0,0.0,4
215.94,Credit,Virginia Beach,Online,Student,140.0,1.0,1.0,1.0,5
6.300000000000011,Debit,Columbus,Branch,Retired,283.0,5.0,2.0,0.0,2
826.23,Debit,Colorado Springs,ATM,Doctor,209.0,1.0,1.0,0.0,4
131.46,Debit,Charlotte,Branch,Retired,258.0,1.0,2.0,0.0,0
202.86,Credit,Memphis,Branch,Doctor,149.0,1.0,2.0,0.0,5
268.39,Debit,Miami,ATM,Student,171.0,1.0,1.0,1.0,3
194.85,Debit,Jacksonville,Online,Student,130.0,4.0,1.0,1.0,2
137.34999999999997,Credit,Sacramento,nan,Doctor,220.0,1.0,0.0,2.0,1
712.75,Debit,Philadelphia,Branch,Doctor,25.0,1.0,0.0,2.0,1
353.82,Debit,Milwaukee,ATM,Doctor,143.0,1.0,0.0,1.0,4
212.74,Debit,Seattle,Branch,Engineer,128.0,1.0,1.0,0.0,4
364.42,Debit,Colorado Springs,ATM,Engineer,146.0,1.0,2.0,2.0,6
195.12,Debit,Louisville,ATM,Doctor,144.0,1.0,0.0,0.0,4
230.61,Debit,Raleigh,Branch,Retired,204.0,1.0,2.0,0.0,0
739.28,Credit,Tucson,Branch,Doctor,47.0,1.0,2.0,2.0,6
390.35,Credit,Omaha,ATM,Doctor,60.99999999999999,1.0,2.0,0.0,5
242.03,Debit,Dallas,Online,Engineer,124.0,1.0,2.0,0.0,0
242.39,Credit,San Antonio,ATM,Student,271.0,1.0,1.0,1.0,5
135.03,Debit,San Francisco,ATM,Student,180.0,1.0,1.0,1.0,3
83.5,Debit,Dallas,Branch,Student,91.0,5.0,2.0,1.0,2
193.54,Debit,Oklahoma City,Branch,Retired,267.0,1.0,2.0,0.0,0
617.36,Debit,Kansas City,nan,Engineer,60.99999999999999,1.0,1.0,2.0,1
775.23,Credit,Albuquerque,Online,Doctor,38.0,1.0,2.0,0.0,5
266.57,Debit,El Paso,ATM,Retired,100.0,1.0,2.0,0.0,0
153.4,Debit,Mesa,ATM,Engineer,144.0,1.0,0.0,0.0,4
5.119999999999976,Debit,New York,Branch,Engineer,90.0,1.0,0.0,0.0,4
119.11000000000001,Debit,Detroit,ATM,Engineer,131.0,1.0,2.0,0.0,0
119.72,Debit,Tucson,Branch,Engineer,123.0,1.0,1.0,0.0,4
107.4,Debit,Virginia Beach,Online,Doctor,32.0,1.0,2.0,1.0,6
115.92000000000002,Debit,Raleigh,ATM,Retired,57.0,1.0,2.0,0.0,0
438.04,Debit,Philadelphia,ATM,Retired,247.0,1.0,2.0,0.0,0
677.29,Debit,Houston,Online,Engineer,287.0,1.0,1.0,1.0,1
296.0,Debit,Las Vegas,Branch,Doctor,248.0,1.0,0.0,0.0,4
299.09,Credit,Boston,Branch,Engineer,84.0,1.0,0.0,0.0,5
461.52,Credit,Denver,Branch,Student,44.0,1.0,1.0,1.0,5
100.51999999999998,Debit,Las Vegas,ATM,Engineer,110.0,1.0,0.0,1.0,4
85.35,Debit,Washington,ATM,Retired,166.0,1.0,2.0,0.0,0
79.75999999999999,Debit,Raleigh,Branch,Engineer,170.0,1.0,0.0,0.0,4
778.49,Credit,Omaha,Online,Retired,107.0,1.0,2.0,0.0,5
386.38,Debit,Phoenix,Online,Engineer,135.0,1.0,0.0,0.0,4
165.25,Debit,Sacramento,Online,Doctor,106.0,1.0,0.0,2.0,1
14.289999999999992,Debit,Los Angeles,ATM,Engineer,150.0,1.0,0.0,0.0,4
232.79,Credit,Indianapolis,Branch,Retired,145.0,1.0,2.0,0.0,5
293.97,Debit,Phoenix,Branch,Retired,153.0,1.0,2.0,0.0,0
136.32,Debit,Miami,Online,Student,113.0,1.0,1.0,1.0,3
251.06,Debit,Colorado Springs,Online,Doctor,34.0,1.0,0.0,2.0,1
50.170000000000016,Credit,Sacramento,ATM,Retired,35.0,1.0,2.0,0.0,5
21.400000000000034,Debit,Fresno,Branch,Engineer,258.0,1.0,0.0,2.0,1
73.28,Debit,Boston,Branch,Student,21.0,1.0,1.0,1.0,3
70.23000000000002,Debit,Memphis,ATM,Doctor,260.0,1.0,0.0,2.0,1
689.29,Debit,El Paso,ATM,Student,100.0,1.0,1.0,1.0,3
745.03,Debit,Fort Worth,Online,Student,231.0,1.0,1.0,1.0,3
54.610000000000014,Debit,Milwaukee,ATM,Engineer,160.0,1.0,2.0,0.0,0
54.05000000000001,Debit,Louisville,Branch,Student,146.0,1.0,1.0,1.0,3
107.47,Debit,Austin,Online,Retired,144.0,1.0,2.0,0.0,0
611.11,Debit,Detroit,ATM,Student,282.0,4.0,1.0,1.0,2
219.63,Debit,Charlotte,ATM,Doctor,44.0,1.0,0.0,2.0,1
93.51999999999998,Debit,Philadelphia,Online,Engineer,97.0,1.0,2.0,0.0,0
275.92,Credit,Nashville,Branch,Retired,107.0,1.0,2.0,1.0,5
376.79,Debit,Milwaukee,Branch,Retired,265.0,1.0,2.0,0.0,0
8.980000000000018,Debit,Detroit,Online,Student,56.0,1.0,2.0,0.0,3
697.32,Debit,Atlanta,Online,Retired,91.0,1.0,2.0,0.0,0
17.450000000000017,nan,Omaha,ATM,Student,88.0,1.0,1.0,1.0,3
302.16,Debit,Kansas City,Online,Retired,138.0,5.0,2.0,0.0,2
442.74,Debit,San Diego,Branch,Student,136.0,1.0,1.0,1.0,3
623.9,Debit,San Jose,ATM,Student,249.0,1.0,1.0,1.0,3
445.41,Debit,Fresno,ATM,Doctor,235.0,3.0,0.0,2.0,2
63.41,Debit,Fort Worth,ATM,Student,36.0,1.0,1.0,1.0,3
346.85,Debit,Kansas City,ATM,Doctor,88.0,1.0,0.0,0.0,4
71.94999999999999,Credit,nan,Online,Engineer,53.0,1.0,2.0,2.0,6
7.500000000000028,Debit,Dallas,Online,Retired,36.0,1.0,2.0,0.0,0
206.46,Debit,Virginia Beach,ATM,Retired,279.0,1.0,2.0,0.0,0
423.11,Debit,Columbus,ATM,Engineer,47.0,1.0,2.0,1.0,0
35.84,Credit,Colorado Springs,Online,Retired,172.0,1.0,2.0,0.0,5
88.6,Credit,Raleigh,Branch,Student,105.0,1.0,1.0,1.0,5
22.460000000000036,Debit,New York,Online,Retired,78.0,1.0,2.0,0.0,0
334.89,Debit,Fort Worth,Online,Student,260.0,1.0,1.0,1.0,3
319.27,Credit,Omaha,Online,Retired,59.0,1.0,2.0,0.0,5
144.3,Debit,Oklahoma City,ATM,Student,88.0,1.0,1.0,1.0,3
348.7,Credit,Fresno,Branch,Retired,149.0,1.0,2.0,0.0,5
366.21,Debit,Oklahoma City,ATM,Doctor,181.0,1.0,2.0,2.0,6
99.11000000000001,Debit,Philadelphia,Online,Retired,12.0,1.0,2.0,0.0,0
539.35,Debit,Milwaukee,ATM,Retired,127.0,1.0,2.0,0.0,0
188.99,Debit,Oklahoma City,Branch,Engineer,92.0,1.0,2.0,0.0,0
710.1400000000001,Debit,El Paso,ATM,Student,227.0,1.0,1.0,1.0,3
308.68,Debit,Milwaukee,Online,Doctor,170.0,1.0,2.0,2.0,6
166.68,Debit,Mesa,ATM,Retired,139.0,1.0,2.0,0.0,0
505.19,Debit,Kansas City,ATM,Doctor,128.0,5.0,1.0,0.0,2
66.57999999999998,Debit,Raleigh,Branch,Student,79.0,1.0,1.0,1.0,3
223.43,Debit,Dallas,Branch,Retired,178.0,1.0,2.0,0.0,0
659.95,Debit,Detroit,Online,Engineer,114.0,1.0,2.0,0.0,0
634.86,Debit,Chicago,ATM,Student,45.0,1.0,1.0,1.0,3
286.5,Credit,Boston,Branch,Engineer,60.0,1.0,1.0,2.0,6
322.96,Credit,Philadelphia,Branch,Retired,168.0,1.0,2.0,0.0,5
654.48,Debit,Columbus,Branch,Student,114.0,1.0,1.0,0.0,3
157.97,Debit,Philadelphia,Branch,Doctor,140.0,1.0,0.0,0.0,4
120.9,nan,Tucson,Branch,Doctor,52.0,1.0,0.0,2.0,1
254.77,Debit,Denver,Branch,Engineer,57.0,1.0,2.0,0.0,0
795.96,Debit,Raleigh,Online,Retired,119.0,1.0,2.0,0.0,0
149.25,Debit,Omaha,ATM,Engineer,142.0,1.0,0.0,0.0,4
3.4199999999999875,Credit,San Antonio,nan,Doctor,158.0,1.0,0.0,2.0,1
68.19,Credit,Fresno,Online,Doctor,189.0,1.0,0.0,2.0,1
493.42,nan,Baltimore,Branch,Engineer,111.0,1.0,0.0,0.0,4
37.57000000000002,Debit,El Paso,ATM,Retired,42.0,1.0,2.0,0.0,0
127.0,Credit,Nashville,Branch,Student,68.0,5.0,1.0,1.0,2
96.88999999999999,Debit,nan,ATM,Student,53.0,1.0,2.0,0.0,3
448.33,Debit,Atlanta,ATM,Student,161.0,1.0,1.0,1.0,3
8.650000000000006,Debit,Las Vegas,Online,Doctor,273.0,1.0,0.0,2.0,1
539.81,Debit,San Francisco,Online,Engineer,177.0,1.0,0.0,0.0,4
363.53,Debit,Kansas City,ATM,Retired,142.0,1.0,2.0,1.0,0
64.9,Credit,Detroit,Branch,Retired,72.0,1.0,2.0,0.0,5
358.18,Debit,Boston,ATM,Student,157.0,1.0,1.0,1.0,3
167.2,Debit,San Antonio,Branch,Doctor,84.0,1.0,1.0,2.0,6
121.91,Debit,Chicago,Branch,Doctor,133.0,1.0,2.0,2.0,6
137.57,Debit,Louisville,Online,Engineer,70.0,1.0,2.0,0.0,0
534.62,Debit,Oklahoma City,Online,Doctor,45.0,1.0,2.0,2.0,6
463.92,Debit,Mesa,Online,Engineer,199.0,1.0,0.0,0.0,4
320.14,Debit,Milwaukee,Online,Retired,96.0,1.0,2.0,0.0,0
214.93,Debit,Albuquerque,Online,Student,52.0,1.0,1.0,0.0,3
660.02,Debit,Nashville,Branch,Student,84.0,1.0,1.0,1.0,3
345.81,Debit,Raleigh,Branch,Engineer,135.0,1.0,0.0,0.0,4
143.53999999999996,Debit,Philadelphia,ATM,Retired,80.0,1.0,2.0,0.0,0
42.55000000000001,Debit,Seattle,Branch,Engineer,28.999999999999986,1.0,2.0,0.0,0
541.79,Debit,Mesa,ATM,Student,125.0,1.0,1.0,1.0,3
40.56999999999999,Debit,Columbus,Branch,Student,63.0,1.0,1.0,1.0,3
120.24000000000001,Debit,Milwaukee,Branch,Student,131.0,2.0,1.0,1.0,3
498.66999999999996,Debit,Miami,Online,Student,244.0,1.0,1.0,1.0,3
227.22,Debit,El Paso,ATM,Doctor,220.0,1.0,2.0,1.0,6
56.94,Credit,Charlotte,Online,Student,74.0,1.0,2.0,0.0,5
629.82,Debit,Colorado Springs,nan,Retired,159.0,1.0,2.0,0.0,0
59.44,Debit,Chicago,Online,Engineer,176.0,1.0,0.0,0.0,4
186.69,Debit,New York,Branch,Engineer,54.0,1.0,1.0,2.0,6
230.46,Debit,Mesa,Online,Student,179.0,1.0,1.0,1.0,3
65.09,Credit,Seattle,Online,Engineer,159.0,1.0,0.0,2.0,1
457.09,Credit,Nashville,Online,Engineer,63.0,1.0,2.0,2.0,6
552.02,Credit,Chicago,ATM,Engineer,100.0,1.0,0.0,1.0,5
377.12,Debit,Houston,ATM,Engineer,60.99999999999999,1.0,0.0,1.0,4
204.56,Credit,San Diego,Branch,Student,179.0,1.0,1.0,1.0,5
420.28,Debit,Washington,Branch,Doctor,144.0,1.0,0.0,2.0,1
97.09,Debit,Fort Worth,ATM,Student,202.0,4.0,1.0,1.0,2
124.59,Debit,Charlotte,Branch,Student,171.0,1.0,1.0,1.0,3
73.88,Debit,Charlotte,Online,Doctor,34.0,1.0,0.0,0.0,4
106.16,Debit,Phoenix,ATM,Doctor,277.0,4.0,2.0,0.0,2
245.93,Debit,Fresno,Branch,Engineer,172.0,1.0,2.0,0.0,0
622.41,Debit,Indianapolis,ATM,Doctor,125.0,1.0,2.0,0.0,0
43.72999999999999,Debit,Omaha,ATM,Doctor,145.0,1.0,0.0,2.0,1
2.0299999999999727,Credit,Detroit,ATM,Engineer,28.0,1.0,0.0,0.0,4
770.65,Debit,Jacksonville,Online,Doctor,137.0,1.0,0.0,0.0,4
260.31,Debit,Austin,Branch,Doctor,113.0,1.0,2.0,2.0,6
356.1,Credit,Fort Worth,Branch,Student,187.0,1.0,1.0,1.0,5
27.069999999999993,Credit,Virginia Beach,Branch,Retired,39.0,1.0,2.0,0.0,5
119.88999999999999,Debit,Tucson,ATM,Doctor,60.0,1.0,2.0,0.0,0
106.38999999999999,Debit,Virginia Beach,Online,Doctor,281.0,1.0,0.0,2.0,1
12.039999999999964,Debit,Fort Worth,Online,Engineer,58.0,1.0,0.0,0.0,4
365.7,Debit,Houston,Branch,Student,115.0,2.0,1.0,1.0,3
29.379999999999995,Credit,Baltimore,Branch,Student,63.0,1.0,1.0,1.0,5
319.85,Debit,Denver,ATM,Doctor,148.0,1.0,2.0,1.0,6
350.14,Credit,Los Angeles,Online,Retired,38.0,1.0,2.0,0.0,5
163.94,Credit,Virginia Beach,Branch,Retired,73.0,1.0,2.0,0.0,5
170.53,Debit,Oklahoma City,Branch,Student,58.0,1.0,1.0,1.0,3
262.22,Credit,Baltimore,ATM,Engineer,136.0,1.0,0.0,0.0,5
41.49000000000001,Debit,Albuquerque,Online,Student,13.0,1.0,1.0,1.0,3
121.43,Credit,Sacramento,Branch,Engineer,243.0,1.0,2.0,0.0,5
350.46,Debit,Nashville,Branch,Retired,165.0,1.0,2.0,0.0,0
220.41,Credit,El Paso,Online,Engineer,155.0,1.0,1.0,0.0,5
33.45999999999998,Debit,Seattle,ATM,Retired,111.0,1.0,2.0,0.0,0
104.79000000000002,Debit,Denver,ATM,Doctor,223.0,1.0,2.0,1.0,6
246.27,Debit,Fresno,Online,Doctor,141.0,1.0,1.0,0.0,4
48.849999999999994,Debit,Dallas,ATM,Student,176.0,1.0,1.0,1.0,3
332.0,Debit,Charlotte,ATM,Retired,17.0,1.0,2.0,0.0,0
118.1,Debit,Memphis,Online,Engineer,167.0,1.0,2.0,1.0,0
84.59,Credit,Las Vegas,Branch,Doctor,10.0,1.0,2.0,0.0,5
295.64,Debit,Jacksonville,Online,Student,82.0,1.0,1.0,1.0,3
514.33,Debit,Philadelphia,Branch,Student,160.0,1.0,1.0,1.0,3
94.59,Debit,Washington,Online,Doctor,34.0,1.0,0.0,0.0,4
80.43,Debit,Columbus,Branch,Retired,157.0,1.0,2.0,0.0,0
54.25,Debit,Virginia Beach,Online,Doctor,37.000000000000014,1.0,2.0,2.0,6
178.88,Credit,Dallas,Branch,Retired,93.0,4.0,2.0,0.0,2
518.85,Debit,Kansas City,Online,Student,82.0,1.0,1.0,1.0,3
10.650000000000006,Debit,Louisville,Online,Doctor,161.0,1.0,2.0,2.0,6
198.62,Credit,Tucson,Branch,Student,84.0,1.0,1.0,1.0,5
107.03,Debit,Miami,Branch,Student,73.0,1.0,1.0,1.0,3
139.57,Debit,Fort Worth,ATM,Student,263.0,3.0,1.0,1.0,2
312.47,Debit,Milwaukee,ATM,Student,148.0,4.0,0.0,2.0,2
346.11,Debit,Dallas,Branch,Engineer,213.0,1.0,0.0,2.0,1
138.06,Debit,Charlotte,Branch,Engineer,159.0,1.0,0.0,1.0,4
158.02,Debit,New York,ATM,Engineer,120.0,1.0,0.0,2.0,1
830.01,Credit,Chicago,Online,Retired,96.0,1.0,2.0,0.0,5
435.5,Debit,Oklahoma City,ATM,Student,112.0,1.0,2.0,0.0,3
110.49000000000001,Debit,Raleigh,Online,Doctor,48.000000000000014,1.0,2.0,2.0,6
329.4,Debit,Denver,Online,Doctor,68.0,1.0,0.0,2.0,1
635.4,Debit,Denver,ATM,Doctor,106.0,1.0,0.0,1.0,4
769.97,Debit,San Diego,Branch,Student,23.0,1.0,1.0,1.0,3
175.07,Debit,Colorado Springs,Branch,Student,169.0,1.0,1.0,1.0,3
7.310000000000002,Debit,Las Vegas,Branch,Retired,282.0,1.0,2.0,0.0,0
32.53999999999999,Debit,Oklahoma City,Online,Student,183.0,4.0,1.0,1.0,2
56.120000000000005,Debit,El Paso,ATM,Doctor,102.0,1.0,1.0,2.0,6
424.7,Credit,Miami,Online,Retired,178.0,1.0,2.0,0.0,5
35.73000000000002,Debit,Miami,Branch,Doctor,87.0,1.0,2.0,2.0,6
3.4399999999999977,Debit,Fort Worth,ATM,Retired,108.0,1.0,2.0,0.0,0
139.03,Credit,Los Angeles,Online,Engineer,81.0,1.0,0.0,0.0,5
254.92,Credit,San Antonio,ATM,Engineer,169.0,1.0,1.0,0.0,5
115.11000000000001,Debit,Albuquerque,Online,Engineer,139.0,1.0,1.0,2.0,1
171.11,Debit,San Francisco,ATM,Retired,171.0,1.0,2.0,0.0,0
168.54,Debit,Oklahoma City,ATM,Doctor,142.0,2.0,2.0,2.0,6
408.46,Debit,Raleigh,Branch,Retired,28.0,1.0,2.0,0.0,0
342.17,Credit,New York,Branch,Student,247.0,1.0,1.0,1.0,5
580.71,Debit,Philadelphia,ATM,Engineer,95.0,1.0,2.0,0.0,0
821.54,Credit,Atlanta,Branch,Retired,36.0,1.0,2.0,0.0,5
253.47,Debit,Atlanta,Branch,Student,238.0,1.0,1.0,1.0,3
22.810000000000002,Debit,New York,Online,Retired,75.0,1.0,2.0,0.0,0
266.57,Credit,Boston,Online,Engineer,96.0,1.0,0.0,0.0,5
374.61,Credit,Mesa,Online,Retired,37.000000000000014,1.0,2.0,1.0,5
339.35,Credit,Boston,ATM,Retired,70.0,1.0,2.0,0.0,5
810.36,Debit,Columbus,ATM,Student,67.0,1.0,1.0,2.0,3
9.830000000000041,Debit,Memphis,ATM,Student,86.0,1.0,1.0,1.0,3
135.57,Credit,Boston,Branch,Doctor,116.0,1.0,2.0,2.0,6
340.05,Debit,Detroit,ATM,Engineer,37.000000000000014,1.0,0.0,0.0,4
283.45,Debit,Colorado Springs,Branch,Engineer,127.0,1.0,1.0,0.0,4
100.99000000000001,Debit,New York,ATM,Doctor,114.0,1.0,2.0,2.0,6
90.88,Debit,Albuquerque,Branch,Student,176.0,1.0,1.0,0.0,3
655.15,Debit,Seattle,ATM,Engineer,264.0,1.0,1.0,0.0,4
320.55,Debit,Milwaukee,Online,Engineer,118.0,1.0,0.0,1.0,4
41.50999999999999,Debit,Phoenix,Online,Student,48.000000000000014,1.0,1.0,1.0,3
71.53,Credit,Jacksonville,Branch,Retired,39.0,1.0,2.0,0.0,5
467.13,Credit,Kansas City,Branch,Retired,45.0,1.0,2.0,0.0,5
235.4,Debit,Detroit,Branch,Student,70.0,1.0,1.0,1.0,3
159.32,Debit,Seattle,Branch,Student,100.0,1.0,1.0,1.0,3
50.829999999999984,Credit,Philadelphia,Online,Doctor,48.000000000000014,1.0,1.0,2.0,1
56.889999999999986,Credit,Houston,Branch,Engineer,56.0,1.0,2.0,0.0,5
20.22,Debit,Jacksonville,ATM,Engineer,138.0,1.0,0.0,0.0,4
50.400000000000006,Debit,San Antonio,Branch,Doctor,84.0,1.0,0.0,1.0,4
73.88,Debit,Los Angeles,Branch,Retired,131.0,1.0,2.0,0.0,0
119.61000000000001,Debit,San Diego,ATM,Doctor,53.0,1.0,0.0,2.0,1
116.57999999999998,Debit,Raleigh,Branch,Engineer,247.0,1.0,0.0,0.0,4
391.96,Debit,nan,ATM,Retired,79.0,1.0,2.0,0.0,0
156.26,Credit,Virginia Beach,Branch,Engineer,160.0,1.0,0.0,0.0,5
427.0,Credit,Oklahoma City,Branch,Engineer,163.0,1.0,0.0,2.0,1
443.68,Debit,Tucson,nan,Student,137.0,1.0,1.0,1.0,3
101.75999999999999,nan,Philadelphia,nan,Doctor,26.0,1.0,0.0,0.0,4
67.57,Debit,Charlotte,Branch,Engineer,107.0,1.0,0.0,0.0,4
326.29,Debit,Denver,Online,Engineer,179.0,1.0,2.0,2.0,6
158.56,Debit,Sacramento,ATM,Doctor,100.0,1.0,0.0,0.0,4
56.02000000000001,Debit,Memphis,Online,Student,142.0,1.0,1.0,0.0,3
288.28,nan,Portland,Online,Student,36.0,1.0,1.0,1.0,3
245.67,Credit,Portland,Branch,Student,107.0,1.0,1.0,1.0,5
152.18,Credit,Los Angeles,Online,Engineer,176.0,4.0,0.0,0.0,2
114.35,Credit,El Paso,Branch,Engineer,21.0,1.0,0.0,1.0,5
373.27,Credit,Miami,Online,Doctor,79.0,1.0,2.0,2.0,6
504.63,Debit,Portland,Online,Engineer,168.0,1.0,2.0,0.0,0
126.22,Debit,Atlanta,ATM,Engineer,77.0,4.0,0.0,0.0,2
820.15,Debit,Kansas City,Branch,Doctor,181.0,1.0,0.0,2.0,1
8.370000000000005,Debit,Colorado Springs,ATM,Retired,135.0,1.0,2.0,1.0,0
197.49,Credit,Fresno,Online,Retired,30.0,1.0,2.0,0.0,5
637.97,Debit,New York,Branch,Retired,90.0,1.0,2.0,0.0,0
13.52000000000001,Debit,Seattle,ATM,Student,65.0,1.0,1.0,1.0,3
432.1,Debit,San Francisco,ATM,Engineer,240.0,1.0,0.0,0.0,4
375.17,Debit,Fort Worth,ATM,Engineer,66.0,2.0,2.0,0.0,0
642.68,Debit,Fresno,Branch,Doctor,94.0,1.0,0.0,2.0,1
78.44,Credit,San Jose,Online,Retired,292.0,1.0,2.0,0.0,5
139.72000000000003,Debit,Memphis,Branch,Engineer,201.0,1.0,0.0,0.0,4
499.99,Debit,San Jose,Branch,Engineer,296.0,1.0,0.0,2.0,1
10.069999999999993,Debit,Albuquerque,Online,Student,49.0,1.0,1.0,1.0,3
120.62,Debit,Raleigh,ATM,Student,85.0,1.0,1.0,2.0,3
578.49,Debit,Nashville,Branch,Retired,180.0,1.0,2.0,0.0,0
119.30000000000001,Debit,Mesa,Branch,Engineer,22.0,5.0,0.0,1.0,2
280.92,Debit,Phoenix,Online,Doctor,168.0,1.0,0.0,0.0,4
42.420000000000016,Debit,Sacramento,Online,Student,102.0,1.0,1.0,1.0,3
77.03,Debit,Fresno,ATM,Doctor,259.0,1.0,2.0,2.0,6
22.590000000000003,Debit,Seattle,ATM,Retired,45.0,1.0,2.0,0.0,0
568.76,Debit,Baltimore,ATM,Retired,155.0,1.0,2.0,0.0,0
25.93999999999997,Credit,San Jose,Online,Retired,211.0,5.0,2.0,0.0,2
105.94,Debit,Oklahoma City,Branch,Engineer,207.0,1.0,2.0,0.0,0
733.29,Debit,Virginia Beach,ATM,Doctor,94.0,5.0,2.0,2.0,2
350.15,Credit,Fresno,ATM,Student,195.0,1.0,1.0,1.0,5
183.67,Debit,San Diego,Online,Student,238.0,1.0,1.0,1.0,3
278.27,Debit,Tucson,Branch,Doctor,123.0,1.0,1.0,0.0,4
470.3,Debit,Austin,ATM,Doctor,88.0,1.0,0.0,2.0,1
261.69,Debit,Philadelphia,ATM,Retired,84.0,1.0,2.0,0.0,0
365.04,Debit,Virginia Beach,Branch,Student,94.0,1.0,1.0,1.0,3
211.1,Debit,Miami,Branch,Retired,136.0,1.0,2.0,0.0,0
21.49000000000001,Debit,Denver,ATM,Doctor,240.0,1.0,2.0,2.0,6
63.579999999999984,Debit,Columbus,ATM,Student,199.0,1.0,1.0,2.0,3
321.86,Debit,San Antonio,ATM,Doctor,167.0,1.0,2.0,2.0,6
12.109999999999985,Debit,Jacksonville,nan,Retired,127.0,1.0,2.0,1.0,0
642.54,Debit,Milwaukee,Branch,Engineer,28.0,1.0,0.0,0.0,4
210.45,Debit,Las Vegas,ATM,Student,146.0,1.0,1.0,1.0,3
313.65,Credit,Chicago,Branch,Retired,173.0,1.0,2.0,1.0,5
99.75999999999999,Debit,Sacramento,Branch,Student,131.0,1.0,1.0,1.0,3
115.32,Debit,Denver,Branch,Retired,113.0,1.0,2.0,0.0,0
33.610000000000014,Debit,Milwaukee,Online,Student,72.0,1.0,1.0,1.0,3
498.59000000000003,Credit,Oklahoma City,Online,Doctor,32.0,1.0,0.0,0.0,5
98.81,Debit,San Francisco,Branch,Student,91.0,1.0,1.0,1.0,3
1.8700000000000045,Debit,Washington,ATM,Retired,147.0,1.0,2.0,0.0,0
78.92000000000002,Credit,Jacksonville,Online,Engineer,95.0,1.0,2.0,0.0,5
194.29,Credit,Seattle,Branch,Engineer,10.0,1.0,0.0,0.0,5
28.72999999999996,Debit,Kansas City,ATM,Engineer,185.0,1.0,2.0,0.0,0
105.53,Debit,Colorado Springs,Online,Student,88.0,1.0,1.0,1.0,3
737.34,Debit,Miami,Online,Doctor,34.0,1.0,1.0,0.0,4
237.86,Debit,Philadelphia,ATM,Student,210.0,1.0,1.0,1.0,3
409.61,Debit,Kansas City,Branch,Doctor,89.0,1.0,2.0,2.0,6
75.53,Credit,Fresno,Online,Student,157.0,1.0,1.0,1.0,5
72.75,Debit,Phoenix,ATM,Doctor,15.0,1.0,2.0,2.0,6
39.110000000000014,Debit,Columbus,Online,Student,143.0,1.0,1.0,1.0,3
729.38,Debit,Los Angeles,ATM,Doctor,90.0,1.0,2.0,2.0,6
137.49,Debit,Fort Worth,ATM,Engineer,50.0,1.0,0.0,0.0,4
504.71,Debit,Detroit,Online,Engineer,60.99999999999999,1.0,1.0,0.0,4
371.47,Credit,Milwaukee,Branch,Student,58.0,1.0,1.0,1.0,5
430.35,Debit,Charlotte,Online,Doctor,205.0,1.0,0.0,1.0,1
230.32,Debit,Las Vegas,Branch,Engineer,56.0,1.0,0.0,1.0,4
121.70999999999998,Debit,Chicago,ATM,Retired,140.0,1.0,2.0,0.0,0
98.87,Debit,Detroit,Online,Student,179.0,1.0,1.0,1.0,3
117.55000000000001,Debit,Fresno,ATM,Student,35.0,1.0,1.0,1.0,3
244.64,Debit,Tucson,Branch,Doctor,103.0,1.0,1.0,2.0,1
321.93,Debit,Nashville,ATM,Engineer,12.0,1.0,0.0,0.0,4
283.23,Debit,El Paso,Online,Engineer,98.0,1.0,0.0,0.0,4
346.65,Debit,Washington,Online,Engineer,60.0,1.0,1.0,0.0,4
381.62,Debit,Las Vegas,Online,Retired,164.0,1.0,2.0,0.0,0
388.65,Debit,Oklahoma City,ATM,Retired,43.0,1.0,2.0,0.0,0
29.22,Debit,San Antonio,ATM,Student,151.0,1.0,1.0,1.0,3
46.75,Debit,Colorado Springs,Branch,Retired,150.0,1.0,2.0,0.0,0
348.64,Debit,San Jose,Online,Retired,128.0,1.0,2.0,0.0,0
319.17,Debit,Tucson,Online,Retired,81.0,1.0,2.0,0.0,0
